genus,sp,subsp,state,federal_status,state_status,notes,state_source
Amblycheila,baroni,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Amblycheila,picolominii,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Amblycheila,schwarzi,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Amblyopsis,rosae,NA,Oklahoma,Threatened,NA,NA,NA
Amblyopsis,rosae,NA,Arkansas,Threatened,NA,NA,NA
Amblyopsis,rosae,NA,Missouri,Threatened,NA,NA,NA
Amblyscirtes,alternata,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Amblyscirtes,hegon,NA,Maryland,NA,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ambrosia,cheiranthifolia,NA,Texas,Endangered,NA,NA,NA
Ambrosia,cheiranthifolia,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Ambrosia,pumila,NA,California,Endangered,NA,NA,NA
Ambrysus,amargosus,NA,Nevada,Threatened,NA,NA,NA
Ambystoma,bishopi,NA,Florida,Endangered,NA,NA,NA
Ambystoma,bishopi,NA,Georgia,Endangered,NA,NA,NA
Ambystoma,californiense,NA,California,NA,Threatened,central valley DPS,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Ambystoma,californiense,NA,California,NA,Threatened,Santa Barbara County DPS,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Ambystoma,californiense,NA,California,NA,Threatened,Sonoma County DPS,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Ambystoma,californiense,NA,California,Endangered,NA,NA,NA
Ambystoma,californiense,NA,California,Endangered,NA,NA,NA
Ambystoma,californiense,NA,California,Threatened,NA,NA,NA
Ambystoma,cingulatum,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Ambystoma,cingulatum,NA,South Carolina,Threatened,NA,NA,NA
Ambystoma,cingulatum,NA,Alabama,Threatened,NA,NA,NA
Ambystoma,cingulatum,NA,Alabama,NA,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ambystoma,cingulatum,NA,Florida,Threatened,NA,NA,NA
Ambystoma,cingulatum,NA,Georgia,Threatened,NA,NA,NA
Ambystoma,jeffersonianum,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ambystoma,jeffersonianum,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Ambystoma,jeffersonianum,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Ambystoma,laterale,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Ambystoma,laterale,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Ambystoma,mabeei,NA,Virginia,NA,Threatened,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Ambystoma,macrodactylum,croceum,California,Endangered,NA,NA,NA
Ambystoma,macrodactylum,croceum,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Ambystoma,opacum,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Ambystoma,opacum,NA,New Hampshire,NA,Endangered,NA,http://www.mendeley.com/c/5093636202/g/2058663/new-hampshire-species-status-state-listing/
Ambystoma,texanum,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ambystoma,tigrinum,NA,Maryland,NA,Endangered,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ambystoma,tigrinum,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ambystoma,tigrinum,stebbinsi,Arizona,Endangered,NA,NA,NA
Ambystoma,tigrinum,tigrinum,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Ameiurus,brunneus,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ameiurus,catus,NA,Maryland,NA,NA,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ameiurus,catus,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ameiurus,natalis,NA,North Dakota,NA,Some need for conservation; ND is near the edge of species range,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Ameiurus,serracanthus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ameiurus,serracanthus,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Amelanchier,bartramiana,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Amelanchier,sanguinea,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Ameletus,falsus,NA,Arizona,NA,Historical possibly extirpated,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Ameractis,satis,NA,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Amerorchis,rotundifolia,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Ammocrypta,bifascia,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ammocrypta,clara,NA,Virginia,NA,Threatened,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Ammocrypta,vivax,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ammodramus,bairdii,NA,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Ammodramus,bairdii,NA,North Dakota,NA,Greatest need for conservation,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Ammodramus,caudacutus,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ammodramus,caudacutus,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Ammodramus,henslowii,NA,Maryland,NA,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ammodramus,henslowii,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Ammodramus,henslowii,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ammodramus,henslowii,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Ammodramus,henslowii,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Ammodramus,henslowii,NA,Virginia,NA,Threatened,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Ammodramus,leconteii,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ammodramus,leconteii,NA,North Dakota,NA,Need for conservation; little support,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Ammodramus,maritimus,fisheri,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ammodramus,maritimus,mirabilis,Florida,Endangered,NA,NA,NA
Ammodramus,maritimus,peninsulae,Florida,NA,Special Concern,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Ammodramus,maritimus,juncicola,Florida,NA,Special Concern,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Ammodramus,maritimus,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Ammodramus,nelsoni,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ammodramus,nelsoni,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Ammodramus,nelsonii,NA,North Dakota,NA,Greatest need for conservation,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Ammodramus,savannarum,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ammodramus,savannarum,floridanus,Florida,Endangered,NA,NA,NA
Ammodramus,savannarum,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Ammodramus,savannarum,ammolegus,New Mexico,NA,Endangered,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Ammodramus,savannarum,NA,North Dakota,NA,Greatest need for conservation,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Ammodramus,savannarum,floridanus,Florida,Endangered,Endangered,NA,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/
Ammospermophilus,leucurus,tersus,Arizona,NA,Historical possibly extirpated,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Ammospermophilus,nelsoni,NA,California,NA,Threatened,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Amoreuxia,gonzalezii,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Amorpha,crenulata,NA,Florida,Endangered,NA,NA,NA
Amorpha,georgiana,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Amorpha,nitens,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Amphiagrion,saucium,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Amphianthus,pusillus,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Amphianthus,pusillus,NA,South Carolina,Threatened,NA,NA,NA
Amphianthus,pusillus,NA,Alabama,Threatened,NA,NA,NA
Amphianthus,pusillus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Amphianthus,pusillus,NA,Georgia,Threatened,NA,NA,NA
Amphicarpum,amphicarpon,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Amphicarpum,muehlenbergianum,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Amphispiza,belli,clementeae,California,Threatened,NA,NA,NA
Amphispiza,belli,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Amphiuma,means,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Amphiuma,pholeter,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Amphiuma,pholeter,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Amphiuma,tridactylum,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Amsinckia,grandiflora,NA,California,Endangered,NA,NA,NA
Amsonia,grandiflora,NA,Arizona,NA,Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Amsonia,kearneyana,NA,Arizona,Endangered,NA,NA,NA
Amsonia,kearneyana,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Amsonia,rigida,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Anahita,punctulata,NA,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Anas,acuta,NA,North Dakota,NA,Need for conservation; little support,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Anas,discors,NA,Maryland,NA,NA,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Anas,fulvigula,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Anas,laysanensis,NA,Hawaii,Endangered,NA,NA,NA
Anas,rubripes,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Anas,strepera,NA,Maryland,NA,NA,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Anas,wyvilliana,NA,Hawaii,Endangered,NA,NA,NA
Anax,longipes,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Anax,longipes,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Anaxyrus,boreas,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Anaxyrus,fowleri,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Anaxyrus,houstonensis,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Ancistrocactus,tobuschii,NA,Texas,Endangered,NA,NA,NA
Andropogon,arctatus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Andropogon,arctatus,NA,Florida,NA,Threatened,NA,http://www.mendeley.com/c/5605595494/g/2058663/2012-dwp-listed-plants/
Andropogon,gyrans,stenophyllus,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Andropogon,virginicus,glaucus,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Aneides,aeneus,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Aneides,aeneus,NA,Maryland,NA,Endangered,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Aneides,aeneus,NA,Alabama,NA,Rare or uncommon,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Aneides,hardii,NA,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Anemone,caroliniana,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Anemone,multifida,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Anepeorus,simplex,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Anguilla,rostrata,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Anguispira,alabama,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Anguispira,alternata,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Anguispira,cumberlandiana,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Anguispira,jessica,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Anguispira,mordax,NA,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Anguispira,picta,NA,Tennessee,Threatened,NA,NA,NA
Anhinga,anhinga,NA,Tennessee,NA,in need of management,NA,https://www.zotero.org/groups/178496/items/itemKey/ISP6CBBN/q/introduction%20to%20the
Ankylocythere,tridentata,NA,Maryland,NA,NA,Historically known; unverified for 20 years,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Anodonta,californiensis,NA,Arizona,NA,Critically Imperiled,Imperiled,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Anodonta,californiensis,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Anodonta,heardi,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Anodonta,heardi,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Anodonta,implicata,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Anodonta,suborbiculata,NA,Kansas,NA,Endangered,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
